dim,scenario,algorithm,run,seed,success,length,time,firstSolutionTime,tPlanner,tShortcut,tPre,tOpt,nodes,iterations,turnSum,minClear,straightness,escapes,sideFlips,fallback
3d,狭窄,AB-IRRT*,31,20262934,1,248.081522,0.615802,0.008918,0.606360,0.000000,0.008918,0.606575,3607.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,32,20262935,1,323.571847,0.005057,0.004879,0.005057,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,32,20262935,1,248.081522,0.554255,0.006403,0.547445,0.000000,0.006403,0.547634,3542.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,33,20262936,1,323.571847,0.003746,0.003626,0.003746,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,33,20262936,1,246.542936,0.501110,0.003779,0.496668,0.000349,0.003779,0.497201,3462.0,6000.0,0.761730,0.114041,0.972793,0.0,5.0,0
3d,狭窄,APF-only,34,20262937,1,323.571847,0.005390,0.005194,0.005390,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,34,20262937,1,248.081522,0.509042,0.005275,0.503436,0.000000,0.005275,0.503623,3432.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,35,20262938,1,323.571847,0.006105,0.005915,0.006105,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,35,20262938,1,248.081522,0.506733,0.004941,0.501485,0.000000,0.004941,0.501631,3411.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,36,20262939,1,323.571847,0.005171,0.005006,0.005171,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,36,20262939,1,248.081522,0.525242,0.005288,0.519606,0.000000,0.005288,0.519782,3460.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,37,20262940,1,323.571847,0.005852,0.005679,0.005852,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,37,20262940,1,248.081522,0.525348,0.005726,0.519289,0.000000,0.005726,0.519459,3549.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,38,20262941,1,323.571847,0.006315,0.006168,0.006315,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,38,20262941,1,248.081522,0.534264,0.005495,0.528452,0.000000,0.005495,0.528607,3556.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,39,20262942,1,323.571847,0.003305,0.003177,0.003305,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,39,20262942,1,248.081522,0.498429,0.003781,0.494341,0.000000,0.003781,0.494517,3614.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,40,20262943,1,323.571847,0.005451,0.005268,0.005451,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,40,20262943,1,248.081522,0.501175,0.003582,0.497267,0.000000,0.003582,0.497469,3575.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,41,20262944,1,323.571847,0.003626,0.003509,0.003626,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,41,20262944,1,248.081522,0.492030,0.006547,0.485122,0.000000,0.006547,0.485296,3509.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,42,20262945,1,323.571847,0.003556,0.003445,0.003556,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,42,20262945,1,248.081522,0.516537,0.004216,0.511996,0.000000,0.004216,0.512140,3464.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,43,20262946,1,323.571847,0.004040,0.003918,0.004040,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,43,20262946,1,248.081522,0.500792,0.006397,0.494047,0.000000,0.006397,0.494219,3536.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,44,20262947,1,323.571847,0.003841,0.003677,0.003841,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,44,20262947,1,248.081522,0.529849,0.008900,0.520505,0.000000,0.008900,0.520728,3507.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,45,20262948,1,323.571847,0.004515,0.004388,0.004515,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,45,20262948,1,248.081522,0.519344,0.004617,0.514460,0.000000,0.004617,0.514590,3557.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,46,20262949,1,323.571847,0.003288,0.003155,0.003288,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,46,20262949,1,248.081522,0.500877,0.003748,0.496801,0.000000,0.003748,0.496990,3563.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,47,20262950,1,323.571847,0.004629,0.004463,0.004629,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,47,20262950,1,248.081522,0.446893,0.005668,0.440938,0.000000,0.005668,0.441083,3419.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,48,20262951,1,323.571847,0.003645,0.003519,0.003645,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,48,20262951,1,248.081522,0.506681,0.003768,0.502595,0.000000,0.003768,0.502778,3547.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,49,20262952,1,323.571847,0.003798,0.003665,0.003798,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,49,20262952,1,248.081522,0.526814,0.005608,0.520862,0.000000,0.005608,0.521030,3605.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,狭窄,APF-only,50,20262953,1,323.571847,0.003612,0.003478,0.003612,NaN,NaN,NaN,NaN,51.0,32.912131,0.193027,0.741212,0.0,5.0,0
3d,狭窄,AB-IRRT*,50,20262953,1,248.081522,0.534176,0.006749,0.527056,0.000000,0.006749,0.527226,3573.0,6000.0,0.601373,0.172790,0.966760,0.0,5.0,0
3d,悬空,APF-only,1,20263904,1,368.719651,0.008268,0.007582,0.008268,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,1,20263904,1,262.648342,0.701920,0.003811,0.697392,0.000088,0.003811,0.697675,4930.0,6000.0,0.227075,0.456192,0.993571,1.0,8.0,0
3d,悬空,APF-only,2,20263905,1,368.719651,0.003683,0.003528,0.003683,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,2,20263905,1,262.567110,0.688560,0.004748,0.682910,0.000106,0.004748,0.683283,4875.0,6000.0,0.221829,0.587415,0.993878,1.0,8.0,0
3d,悬空,APF-only,3,20263906,1,368.719651,0.004053,0.003889,0.004053,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,3,20263906,1,262.828749,0.728390,0.003264,0.724402,0.000089,0.003264,0.724705,4963.0,6000.0,0.241018,0.900745,0.992889,1.0,8.0,0
3d,悬空,APF-only,4,20263907,1,368.719651,0.002599,0.002469,0.002599,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,4,20263907,1,262.638275,0.784351,0.003036,0.779164,0.000189,0.003036,0.779573,5068.0,6000.0,0.241744,0.337517,0.993609,1.0,8.0,0
3d,悬空,APF-only,5,20263908,1,368.719651,0.005179,0.004996,0.005179,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,5,20263908,1,262.506164,0.791942,0.012712,0.778586,0.000165,0.012712,0.778984,5042.0,6000.0,0.236763,0.094511,0.994109,1.0,8.0,0
3d,悬空,APF-only,6,20263909,1,368.719651,0.005763,0.005551,0.005763,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,6,20263909,1,262.331698,0.881567,0.005067,0.875997,0.000096,0.005067,0.876320,5010.0,6000.0,0.205269,0.041476,0.994770,1.0,8.0,0
3d,悬空,APF-only,7,20263910,1,368.719651,0.005254,0.005024,0.005254,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,7,20263910,1,262.827838,0.847243,0.005774,0.840958,0.000102,0.005774,0.841256,5008.0,6000.0,0.239289,1.589128,0.992892,1.0,8.0,0
3d,悬空,APF-only,8,20263911,1,368.719651,0.003637,0.003479,0.003637,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,8,20263911,1,262.819709,0.649498,0.002657,0.646392,0.000125,0.002657,0.646710,4903.0,6000.0,0.238150,1.112582,0.992923,1.0,8.0,0
3d,悬空,APF-only,9,20263912,1,368.719651,0.003039,0.002903,0.003039,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,9,20263912,1,262.564069,0.649735,0.002800,0.646548,0.000093,0.002800,0.646812,4993.0,6000.0,0.222633,0.627797,0.993890,1.0,8.0,0
3d,悬空,APF-only,10,20263913,1,368.719651,0.003101,0.002956,0.003101,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,10,20263913,1,262.564357,0.570579,0.002590,0.567596,0.000092,0.002590,0.567852,4838.0,6000.0,0.221340,0.448973,0.993889,1.0,8.0,0
3d,悬空,APF-only,11,20263914,1,368.719651,0.003340,0.003202,0.003340,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,11,20263914,1,262.569625,0.600425,0.002709,0.597276,0.000096,0.002709,0.597573,4770.0,6000.0,0.221845,0.243760,0.993869,1.0,8.0,0
3d,悬空,APF-only,12,20263915,1,368.719651,0.002587,0.002467,0.002587,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,12,20263915,1,262.684564,0.628363,0.002848,0.625053,0.000118,0.002848,0.625385,4913.0,6000.0,0.229838,0.846088,0.993434,1.0,8.0,0
3d,悬空,APF-only,13,20263916,1,368.719651,0.002942,0.002824,0.002942,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,13,20263916,1,262.704032,0.733926,0.002815,0.730652,0.000152,0.002815,0.730983,5004.0,6000.0,0.263537,0.167433,0.993360,1.0,8.0,0
3d,悬空,APF-only,14,20263917,1,368.719651,0.003635,0.003480,0.003635,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,14,20263917,1,262.364936,0.631463,0.002597,0.628400,0.000102,0.002597,0.628731,4877.0,6000.0,0.207682,0.118954,0.994644,1.0,8.0,0
3d,悬空,APF-only,15,20263918,1,368.719651,0.003239,0.003086,0.003239,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,15,20263918,1,262.477182,0.630308,0.002655,0.627278,0.000078,0.002655,0.627534,4967.0,6000.0,0.215546,0.437122,0.994219,1.0,8.0,0
3d,悬空,APF-only,16,20263919,1,368.719651,0.002983,0.002835,0.002983,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,16,20263919,1,262.617885,0.655804,0.002926,0.652429,0.000112,0.002926,0.652726,4884.0,6000.0,0.225453,0.257067,0.993686,1.0,8.0,0
3d,悬空,APF-only,17,20263920,1,368.719651,0.004615,0.004212,0.004615,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,17,20263920,1,262.450035,0.704230,0.003933,0.699832,0.000094,0.003933,0.700127,4881.0,6000.0,0.214236,0.285388,0.994322,1.0,8.0,0
3d,悬空,APF-only,18,20263921,1,368.719651,0.004183,0.004012,0.004183,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,18,20263921,1,262.622257,0.673415,0.003307,0.669681,0.000115,0.003307,0.669972,4887.0,6000.0,0.244636,0.160821,0.993670,1.0,8.0,0
3d,悬空,APF-only,19,20263922,1,368.719651,0.004516,0.004344,0.004516,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,19,20263922,1,262.558783,0.686042,0.003675,0.681771,0.000160,0.003675,0.682195,4958.0,6000.0,0.223040,0.275258,0.993910,1.0,8.0,0
3d,悬空,APF-only,20,20263923,1,368.719651,0.004636,0.004437,0.004636,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,20,20263923,1,262.596710,0.653768,0.003995,0.649295,0.000098,0.003995,0.649622,4911.0,6000.0,0.223924,0.840368,0.993766,1.0,8.0,0
3d,悬空,APF-only,21,20263924,1,368.719651,0.006676,0.006434,0.006676,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,21,20263924,1,262.517765,0.739685,0.005024,0.734199,0.000100,0.005024,0.734499,4957.0,6000.0,0.219381,0.424851,0.994065,1.0,8.0,0
3d,悬空,APF-only,22,20263925,1,368.719651,0.004093,0.003922,0.004093,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,22,20263925,1,262.702785,0.700997,0.004407,0.696026,0.000137,0.004407,0.696390,4963.0,6000.0,0.256524,0.278812,0.993365,1.0,8.0,0
3d,悬空,APF-only,23,20263926,1,368.719651,0.004281,0.004116,0.004281,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,23,20263926,1,262.559048,0.675748,0.004028,0.671185,0.000106,0.004028,0.671561,4920.0,6000.0,0.221541,0.909249,0.993909,1.0,8.0,0
3d,悬空,APF-only,24,20263927,1,368.719651,0.003558,0.003381,0.003558,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,24,20263927,1,262.554058,0.682108,0.003484,0.678168,0.000094,0.003484,0.678476,4950.0,6000.0,0.220785,0.123241,0.993928,1.0,8.0,0
3d,悬空,APF-only,25,20263928,1,368.719651,0.003784,0.003627,0.003784,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,25,20263928,1,262.615360,0.689900,0.003870,0.685568,0.000097,0.003870,0.685873,4929.0,6000.0,0.226236,0.866630,0.993696,1.0,8.0,0
3d,悬空,APF-only,26,20263929,1,368.719651,0.004687,0.004484,0.004687,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,26,20263929,1,262.646944,0.702923,0.004447,0.697857,0.000141,0.004447,0.698286,4972.0,6000.0,0.265637,0.184743,0.993576,1.0,8.0,0
3d,悬空,APF-only,27,20263930,1,368.719651,0.004207,0.004017,0.004207,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,27,20263930,1,262.481845,0.615087,0.002745,0.611953,0.000079,0.002745,0.612213,4882.0,6000.0,0.216588,0.279672,0.994201,1.0,8.0,0
3d,悬空,APF-only,28,20263931,1,368.719651,0.004211,0.004027,0.004211,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,28,20263931,1,262.548762,0.685458,0.002770,0.682170,0.000159,0.002770,0.682546,4940.0,6000.0,0.384074,0.277149,0.993948,1.0,8.0,0
3d,悬空,APF-only,29,20263932,1,368.719651,0.004171,0.003997,0.004171,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,29,20263932,1,262.603539,0.687364,0.003664,0.683228,0.000131,0.003664,0.683554,4950.0,6000.0,0.250407,0.076767,0.993740,1.0,8.0,0
3d,悬空,APF-only,30,20263933,1,368.719651,0.005714,0.005460,0.005714,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,30,20263933,1,262.597536,0.612719,0.004169,0.608158,0.000072,0.004169,0.608397,4889.0,6000.0,0.223940,1.022228,0.993763,1.0,8.0,0
3d,悬空,APF-only,31,20263934,1,368.719651,0.002800,0.002684,0.002800,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,31,20263934,1,262.564668,0.596326,0.003311,0.592496,0.000195,0.003311,0.592880,4902.0,6000.0,0.282940,0.316635,0.993888,1.0,8.0,0
3d,悬空,APF-only,32,20263935,1,368.719651,0.004374,0.004174,0.004374,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,32,20263935,1,262.807148,0.636078,0.004538,0.631054,0.000133,0.004538,0.631377,4868.0,6000.0,0.321947,0.159815,0.992971,1.0,8.0,0
3d,悬空,APF-only,33,20263936,1,368.719651,0.003181,0.003046,0.003181,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,33,20263936,1,262.669490,0.651648,0.004010,0.647092,0.000131,0.004010,0.647487,4923.0,6000.0,0.284267,0.126544,0.993491,1.0,8.0,0
3d,悬空,APF-only,34,20263937,1,368.719651,0.003173,0.003037,0.003173,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,34,20263937,1,262.630872,0.682639,0.005577,0.676506,0.000112,0.005577,0.676857,4892.0,6000.0,0.226983,0.090886,0.993637,1.0,8.0,0
3d,悬空,APF-only,35,20263938,1,368.719651,0.004544,0.004259,0.004544,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,35,20263938,1,262.438633,0.654991,0.003810,0.650745,0.000097,0.003810,0.651026,4798.0,6000.0,0.213353,0.336268,0.994365,1.0,8.0,0
3d,悬空,APF-only,36,20263939,1,368.719651,0.005696,0.005462,0.005696,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,36,20263939,1,262.671033,0.693157,0.002799,0.689944,0.000107,0.002799,0.690231,4951.0,6000.0,0.232068,0.242984,0.993485,1.0,8.0,0
3d,悬空,APF-only,37,20263940,1,368.719651,0.004621,0.004416,0.004621,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,37,20263940,1,262.618749,0.695736,0.003697,0.691514,0.000100,0.003697,0.691810,4860.0,6000.0,0.225041,0.051096,0.993683,1.0,8.0,0
3d,悬空,APF-only,38,20263941,1,368.719651,0.004206,0.004033,0.004206,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,38,20263941,1,262.557809,0.755570,0.004376,0.750663,0.000150,0.004376,0.751017,4975.0,6000.0,0.250899,0.019469,0.993914,1.0,8.0,0
3d,悬空,APF-only,39,20263942,1,368.719651,0.004269,0.004085,0.004269,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,39,20263942,1,262.516456,0.757541,0.004401,0.752616,0.000135,0.004401,0.752980,4936.0,6000.0,0.277554,0.134689,0.994070,1.0,8.0,0
3d,悬空,APF-only,40,20263943,1,368.719651,0.003898,0.003749,0.003898,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,40,20263943,1,262.653468,0.756300,0.003831,0.751981,0.000146,0.003831,0.752309,4971.0,6000.0,0.245312,0.503678,0.993552,1.0,8.0,0
3d,悬空,APF-only,41,20263944,1,368.719651,0.004026,0.003873,0.004026,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,41,20263944,1,262.385852,0.713224,0.003951,0.708842,0.000098,0.003951,0.709129,5062.0,6000.0,0.209143,0.183229,0.994565,1.0,8.0,0
3d,悬空,APF-only,42,20263945,1,368.719651,0.003574,0.003432,0.003574,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,42,20263945,1,262.619384,0.706894,0.005940,0.700203,0.000099,0.005940,0.700573,4981.0,6000.0,0.244454,0.210578,0.993681,1.0,8.0,0
3d,悬空,APF-only,43,20263946,1,368.719651,0.006360,0.006129,0.006360,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,43,20263946,1,262.487995,0.661223,0.004007,0.656553,0.000128,0.004007,0.657054,4915.0,6000.0,0.216251,0.447489,0.994178,1.0,8.0,0
3d,悬空,APF-only,44,20263947,1,368.719651,0.003784,0.003607,0.003784,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,44,20263947,1,262.519122,0.684645,0.003937,0.680196,0.000127,0.003937,0.680514,4915.0,6000.0,0.249321,0.139241,0.994060,1.0,8.0,0
3d,悬空,APF-only,45,20263948,1,368.719651,0.003089,0.002950,0.003089,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,45,20263948,1,262.529586,0.678769,0.004757,0.673501,0.000114,0.004757,0.673830,4963.0,6000.0,0.220576,0.179229,0.994020,1.0,8.0,0
3d,悬空,APF-only,46,20263949,1,368.719651,0.004769,0.004575,0.004769,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,46,20263949,1,262.613990,0.713902,0.003687,0.709796,0.000108,0.003687,0.710073,4893.0,6000.0,0.300341,0.086465,0.993701,1.0,8.0,0
3d,悬空,APF-only,47,20263950,1,368.719651,0.002749,0.002624,0.002749,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,47,20263950,1,262.707678,0.700385,0.003991,0.695944,0.000115,0.003991,0.696260,4928.0,6000.0,0.296492,0.195977,0.993347,1.0,8.0,0
3d,悬空,APF-only,48,20263951,1,368.719651,0.003145,0.003014,0.003145,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,48,20263951,1,262.658307,0.669525,0.004905,0.664170,0.000093,0.004905,0.664450,4884.0,6000.0,0.230441,0.281311,0.993533,1.0,8.0,0
3d,悬空,APF-only,49,20263952,1,368.719651,0.003754,0.003606,0.003754,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,49,20263952,1,262.603370,0.730799,0.004102,0.726064,0.000218,0.004102,0.726521,4836.0,6000.0,0.225184,0.706877,0.993741,1.0,8.0,0
3d,悬空,APF-only,50,20263953,1,368.719651,0.005544,0.005195,0.005544,NaN,NaN,NaN,NaN,54.0,31.952363,0.081598,0.707746,1.0,8.0,0
3d,悬空,AB-IRRT*,50,20263953,1,262.668290,0.912313,0.008282,0.903454,0.000096,0.008282,0.903808,4952.0,6000.0,0.228439,0.427118,0.993496,1.0,8.0,0
3d,环廊,APF-only,1,20264904,1,235.942780,0.010901,0.010700,0.010901,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,1,20264904,1,174.338036,0.848202,0.005802,0.840861,0.000506,0.005802,0.841625,3715.0,6000.0,0.877857,0.040660,0.973429,2.0,3.0,0
3d,环廊,APF-only,2,20264905,1,235.942780,0.004775,0.004569,0.004775,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,2,20264905,1,174.178308,0.767145,0.004738,0.761069,0.000311,0.004738,0.761590,3713.0,6000.0,1.124800,0.011210,0.974321,2.0,3.0,0
3d,环廊,APF-only,3,20264906,1,235.942780,0.004698,0.004522,0.004698,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,3,20264906,1,174.214628,0.803004,0.005282,0.796241,0.000547,0.005282,0.797028,3793.0,6000.0,0.916962,0.011721,0.974118,2.0,3.0,0
3d,环廊,APF-only,4,20264907,1,235.942780,0.002668,0.002526,0.002668,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,4,20264907,1,174.290095,0.787632,0.005065,0.775279,0.000579,0.005065,0.776060,3865.0,6000.0,0.862542,0.032262,0.973696,2.0,3.0,0
3d,环廊,APF-only,5,20264908,1,235.942780,0.003267,0.003120,0.003267,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,5,20264908,1,174.214896,0.772604,0.004382,0.767416,0.000385,0.004382,0.767989,3816.0,6000.0,0.831332,0.164556,0.974117,2.0,3.0,0
3d,环廊,APF-only,6,20264909,1,235.942780,0.003990,0.003793,0.003990,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,6,20264909,1,174.236863,0.728054,0.004835,0.722437,0.000409,0.004835,0.723033,3754.0,6000.0,0.925828,0.034598,0.973994,2.0,3.0,0
3d,环廊,APF-only,7,20264910,1,235.942780,0.003908,0.003734,0.003908,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
3d,环廊,AB-IRRT*,7,20264910,1,174.071168,0.792201,0.005211,0.786200,0.000421,0.005211,0.786802,3795.0,6000.0,0.842981,0.017111,0.974921,2.0,3.0,0
3d,环廊,APF-only,8,20264911,1,235.942780,0.003238,0.003071,0.003238,NaN,NaN,NaN,NaN,40.0,25.155816,0.056301,0.719266,2.0,3.0,0
